,username,created_time,tweet_id,tweet, place
143,Bitcrash4,Wed Oct 06 09:10:52 +0000 2021,1445677930529447936,"@CraigKellyMP Dan is a the most highly paid repetitive process worker.

Read today's article written a year ago. 
S… https://t.co/cN34gFpP1o",
144,Q17Downunder,Wed Oct 06 09:10:53 +0000 2021,1445677932102389761,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
145,gosulliv1,Wed Oct 06 09:10:54 +0000 2021,1445677936086904842,"@djebel I think they mean Victoria Derby when they say derby and he only came 7th, Dundeel wouldnt have the mares h… https://t.co/E2byJnXXAz",Aust
146,miriamcosic,Wed Oct 06 09:10:55 +0000 2021,1445677940360974340,"RT @CanberraInsider: The inauguration of the High Court of Australia in Melbourne, October 6, 1903 https://t.co/hi5RzBdnTW",On Gadigal land
147,GGener8,Wed Oct 06 09:10:58 +0000 2021,1445677955674374147,"@aflfootychick @ExposureSiteBot @VicGovDH As Victoria opens up, there will be more &amp; more exposure sites. So import… https://t.co/DywULgIUn0",Wodonga Australia
148,reputayIorswift,Wed Oct 06 09:11:00 +0000 2021,1445677963832279050,"Anyone who thinks Dan Andrews is a good leader has either an IQ of 0 or is a bot paid for by the Labor party…

Wors… https://t.co/rUgFgZlCDt",
149,BramMm47774305,Wed Oct 06 09:11:03 +0000 2021,1445677975622410261,RT @EliseiNicole: #Australia Melbourne 2021  “ Build back better “…FOR LEASE https://t.co/yEeYqHyzjv,
150,JackPar02448492,Wed Oct 06 09:11:03 +0000 2021,1445677976922693642,"RT @LFConaction: #Australia : GREAT NEWS FOR #VICTORIA !!
WATCH AND SEE HOW THE VICTORIAN POLICE ARE NOW JOINING IN THE FIGHT FOR FREEDOM A…",
151,Adewuyi_247,Wed Oct 06 09:11:08 +0000 2021,1445677995616735238,"RT @Adewuyi_247: TOP QUALITY 4 BEDROOM SEMI-DETACHED DUPLEX WITH BQ.

LOCATION: Oniru Victoria Island

FEATURES
- Chandeliers 
- Treated Wa…","Lagos, ilorin, Nigeria"
152,TheVent63928225,Wed Oct 06 09:11:08 +0000 2021,1445677996422041603,"RT @adamzwar: On the worst day of the bushfires, I saw Gladys say it wasn't the time to talk about global warming. 
I saw her throw Victori…",Australia
153,RachelB79867722,Wed Oct 06 09:11:08 +0000 2021,1445677998921764867,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
154,McCracken_19,Wed Oct 06 09:11:11 +0000 2021,1445678009172717573,@LT_Aust A lot of my family members think he's doing a great job in the circumstances... its full Stockholm syndrom… https://t.co/IavCUZPyR3,"Sunshine Coast, Queensland"
155,pirmin87,Wed Oct 06 09:11:14 +0000 2021,1445678021654974467,RT @merrick_ernie: Twelve year old Jackson Irvine saying he is going to play for Melbourne Victory one day. https://t.co/KDrAY3Nw42,Sydney
156,spiritgateoz,Wed Oct 06 09:11:14 +0000 2021,1445678023538188299,RT @LoudmouthTrust: Insightful review from @pogson_philip  of Allan Zavod's Environmental Symphony in this month's #Loudmouth @MelbSymphony…,Australia
157,OmAeTech,Wed Oct 06 09:11:16 +0000 2021,1445678029640908804,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,"Miami, FL"
158,MadYad6,Wed Oct 06 09:11:16 +0000 2021,1445678029745713156,"RT @OzraeliAvi: Victoria Police are getting DESPERATE to prevent the world from seeing their outrageous behaviour in Melbourne.

WATCH &amp; RT…",
159,MAGA13541345,Wed Oct 06 09:11:19 +0000 2021,1445678041603002379,RT @codupont: Victoria's Secret is about to be exposed.,
160,Lee_Grosberg,Wed Oct 06 09:11:19 +0000 2021,1445678041749876743,RT @DanielBleakley: There are 4000 busses in Victoria and @DanielAndrewsMP is bragging about having 41 electric buses on the road by 2025.…,
161,jay_rud,Wed Oct 06 09:11:19 +0000 2021,1445678044434231307,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
162,mchambers2706,Wed Oct 06 09:11:21 +0000 2021,1445678052877291526,"RT @deliciouslybad: So let me get this straight. 
The Age has published a piece that headlines Dan Andrews possible corruption, but the art…","Wurundjeri Land, Kulin Nation"
163,crazythainame,Wed Oct 06 09:11:25 +0000 2021,1445678066827550728,right. and peeps don't wanna get vaccinated.....ok then.,"Victoria, Australia"
164,mezi13,Wed Oct 06 09:11:27 +0000 2021,1445678077623738377,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…", on Nganduwal clan land
165,ItaloScott1,Wed Oct 06 09:11:28 +0000 2021,1445678079242690568,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,"Here, there and back again..."
166,Bradley74472675,Wed Oct 06 09:11:28 +0000 2021,1445678079796396040,"RT @adamhillmedia: Correct me if I'm wrong, but it seems unprecedented the number of significant legal conflicts Dan Andrews has right now.…","Brisbane, Queensland"
167,NeilMcMahon,Wed Oct 06 09:11:28 +0000 2021,1445678079863521285,The end is in sight. Restaurants in Melbourne taking post-lockdown bookings... a list. https://t.co/6Nk4A6J9TH,Melbourne
168,KikeCardoso,Wed Oct 06 09:11:28 +0000 2021,1445678080610078720,"RT @TheBishF1: In the 71-year history of #F1, only 3 men have done it, ‘it’ being to start their maiden GP from pole position: Jacques Vill…","Curitiba, Brasil"
169,GerardA95701949,Wed Oct 06 09:11:28 +0000 2021,1445678082111651846,"@matthewdmarsden Can I try? We are the experimental lab of the NWO, a huge lab we can’t get out 👀👀 Victoria is the… https://t.co/kQH9emO9Oj", Australia 
170,DavidVincent2,Wed Oct 06 09:11:29 +0000 2021,1445678083470610436,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,"Aargau, Schweiz."
171,DarrenB93027859,Wed Oct 06 09:11:29 +0000 2021,1445678084686974986,@MichaelPSenger @Rob_Kimbell Is this Wheelers Hill the area of Melbourne destined for large scale redevelopment.?,
172,Barberella6,Wed Oct 06 09:11:29 +0000 2021,1445678084955377685,I just watched ABC24 news and it was said that the ROYAL CHILDREN'S HOSPITAL in Melbourne has locked down their lit… https://t.co/ROiVuF0JzJ,Australia
173,miromijatovic,Wed Oct 06 09:11:29 +0000 2021,1445678086339448833,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
174,RitchieOdak,Wed Oct 06 09:11:30 +0000 2021,1445678088096915463,"RT @KResearcher: Hopefully one day Kenya,Uganda and Tanzania will sit down like grown ups and decide to rename Lake Victoria. #RandomThough…","Nairobi, Kenya"
175,ElsaJade3,Wed Oct 06 09:11:30 +0000 2021,1445678090584166401,"@GBNEWS If they were in Melbourne, the cops would have pushed them off their chairs, squired them in the eye with p… https://t.co/7jHGhdAGPc",Melbourne
176,sophieblack2016,Wed Oct 06 09:11:31 +0000 2021,1445678094283526157,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,"Norwich, England"
177,BradleyMappers1,Wed Oct 06 09:11:33 +0000 2021,1445678102990913538,"RT @Lillyruskii: @CraigKellyMP When this happens, it'll be the biggest street party Melbourne has seen 🥳🍾 #DanNext",
178,shitbmxrider,Wed Oct 06 09:11:39 +0000 2021,1445678124813881347,"RT @danielle_binks: People from the US &amp; UK especially flipping out on our behalf … ~don’t, darls~ we got this.

UK, you had 137K deaths fr…","Melbourne, Victoria"
179,MalAlexander1,Wed Oct 06 09:11:39 +0000 2021,1445678128722964482,@MarylouiseMcla1 The Victorian Opposition pushed for these 2 months ago. Dan Andrews debunked them,Melbourne
180,behavecondotcom,Wed Oct 06 09:11:42 +0000 2021,1445678138193678343,"Wanted: Behavioural Scientist – Behavioural Insights Strategy at Resources Group, Sydney, Melbourne, Canberra, QLD https://t.co/GfOhhe9FyP","London, San Francisco, Zurich"
181,MelbourneSchoo1,Wed Oct 06 09:11:44 +0000 2021,1445678146217414656,RT @MelbourneSchoo1: Boys Golf Win 2A State Championship https://t.co/8PfZAmbrcZ https://t.co/IGZgrGXJX8,
182,truthseeker752,Wed Oct 06 09:11:44 +0000 2021,1445678147433730057,"RT @MichaelPSenger: Haunting full-color images of Warsaw in 1945.

Oh wait, no—this is Melbourne, Australia. In 2021.
https://t.co/lYABcLsm…",Canada
183,cath_oco,Wed Oct 06 09:11:47 +0000 2021,1445678159920173057,RT @itsfauxhad: The Age article about a non-existent investigation into Dan Andrews is truly sensational. Are we still pretending there's n…,Benalla Victoria
184,wolftickler2000,Wed Oct 06 09:11:47 +0000 2021,1445678161887256577,"RT @CaraMia200: This is for you! You deserve a smile tonight! Thank U for sharing joy @MFWitches 🥂  #MurdochFreeAustralia is POSSIBLE. 
We…","Gadigal land, Eora nation"
185,kateinkew,Wed Oct 06 09:11:48 +0000 2021,1445678164601040898,Hmmm. I can’t help but think @OperaAustralia is actually OperaSydney - the 2022 offering for Melbourne is paltry. #disappointed,Australia
186,G_Polychronis,Wed Oct 06 09:11:49 +0000 2021,1445678167436320782,"The SA treasurer is finding plenty of support in his mission to force a review of the #GST carve-up, but he has not… https://t.co/ITnE2NzE4O","Adelaide, South Australia"
187,SaturdaySundayz,Wed Oct 06 09:11:49 +0000 2021,1445678169147596800,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,
188,NessaJ89,Wed Oct 06 09:11:51 +0000 2021,1445678175690784771,When your looking at jobs &amp; rentals in Melbourne 🙈,Australia
189,MaluaBayReiver,Wed Oct 06 09:11:51 +0000 2021,1445678179096559626,"RT @TonyMontana1894: Dan Andrews is starting to feel the heat.  

#DanNext",Surfside and Canberra 🇦🇺
190,CrisMar60460019,Wed Oct 06 09:11:52 +0000 2021,1445678183303368710,RT @EliseiNicole: #Australia Melbourne 2021  “ Build back better “…FOR LEASE https://t.co/yEeYqHyzjv,Luxembourg 
191,dingosue,Wed Oct 06 09:11:55 +0000 2021,1445678192207941634,@BernieSpofforth They will be locking unvxd Melburnians out of their own Town Halls and community buildings. https://t.co/zz259vI3t0,
192,elzette_v,Wed Oct 06 09:11:55 +0000 2021,1445678193776619520,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",Communist Australia
193,Succeednow,Wed Oct 06 09:11:56 +0000 2021,1445678197396234245,Love Avi! Please retweet!,Namibia
194,Femi_Sorry,Wed Oct 06 09:11:56 +0000 2021,1445678198520365067,RT @Femi_Sorry: I can't stress how elitist it is that you would replace Erasmus (lets young people study across Europe) with Turing (lets t…,"Solihull, England"
195,MareseCarver,Wed Oct 06 09:11:58 +0000 2021,1445678204451127310,"RT @DownunderGal777: Breaking News for MSM
Daniel Andrews Premier of Victoria is NOT i repeat NOT under investigation.
Credibility and Fact…",Melbourne
196,BernardTheriau1,Wed Oct 06 09:11:58 +0000 2021,1445678208515411973,Wow Australia is really gone to the dark side.,
197,adricc20,Wed Oct 06 09:11:59 +0000 2021,1445678211405279246,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,
198,floydthek,Wed Oct 06 09:12:00 +0000 2021,1445678213208821768,"@garyswilkinson Kind of how I feel about Melbourne, Florida.  
  (the Perth in WA has very nice beaches)",Australia
199,semiosmith,Wed Oct 06 09:12:00 +0000 2021,1445678214559387650,"RT @MFWitches: Here’s another DM we got of #NewsCorpse papers in Hawthorn this arvo awaiting return to Murdoch’s headquarters.

Please take…",Melbourne
200,Williams13Anne,Wed Oct 06 09:12:00 +0000 2021,1445678215528271889,@VictoriaDarcy @rararesources I really enjoyed it Victoria - and the review was an absolute pleasure xx,"Wetherby, West Yorkshire"
201,BramMm47774305,Wed Oct 06 09:12:01 +0000 2021,1445678218699182080,RT @DeLo1973: How did it get that far…?,
202,js_downunder,Wed Oct 06 09:12:01 +0000 2021,1445678219974168579,"It already did that for us here in Australia in AUD.
$SHIB #Australia #Melbourne #SHIB #shiba #SHIBARMY",Australia
203,melkettle,Wed Oct 06 09:12:02 +0000 2021,1445678221597425673,RT @NeilMcMahon: The end is in sight. Restaurants in Melbourne taking post-lockdown bookings... a list. https://t.co/6Nk4A6J9TH,"Sunshine Coast, Queensland"
204,arkhamcatt,Wed Oct 06 09:12:02 +0000 2021,1445678225040887812,Anyone in Melbourne wanna go for a Calia date,AU/MLB
205,Anthony__Frost,Wed Oct 06 09:12:04 +0000 2021,1445678230644543500,Thanks for connecting @Soccersceneau and @ParkerSMcKenzie 👍,Australia
206,BernardTheriau1,Wed Oct 06 09:12:05 +0000 2021,1445678235128254467,"RT @OzraeliAvi: Victoria Police are getting DESPERATE to prevent the world from seeing their outrageous behaviour in Melbourne.

WATCH &amp; RT…",
207,FionaMurphee,Wed Oct 06 09:12:05 +0000 2021,1445678236923424769,"RT @SarkySage: Victoria's law requires priests to report cases of abuse.

Here’s NSW Premier @Dom_Perrottet saying if it’s said in confessi…","Blue Mtns, New South Wales"
208,Rebel_jayy,Wed Oct 06 09:12:05 +0000 2021,1445678237690974217,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,United kingdom.
209,jaquix173,Wed Oct 06 09:12:06 +0000 2021,1445678238827642887,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","Gold Coast, Queensland"
210,IanBird57445799,Wed Oct 06 09:12:07 +0000 2021,1445678242828980224,"RT @MichaelPSenger: Haunting full-color images of Warsaw in 1945.

Oh wait, no—this is Melbourne, Australia. In 2021.
https://t.co/lYABcLsm…",
211,streakymonk,Wed Oct 06 09:12:07 +0000 2021,1445678244762513418,RT @LFConaction: #Australia : What is going on in #Melbourne Parliament?Jaala Pulford Minister for small business couldn’t answer a simple…,Craggy Island
212,JohnDunmoreLang,Wed Oct 06 09:12:09 +0000 2021,1445678252689743875,"RT @davidbewart: Tim Smith has admitted he had ""no idea"" why he'd called for Dan Andrews to resign. #auspol",Hunter Valley
213,btcdgb,Wed Oct 06 09:12:11 +0000 2021,1445678259417477127,@ProudOldSoldier Problem is at least we can move states now. If Dan Andrews ruled us all we’d be screwed. That’s th… https://t.co/55aGMZEgOC,
214,MareseCarver,Wed Oct 06 09:12:11 +0000 2021,1445678261896245251,"RT @davidbewart: Tim Smith has admitted he had ""no idea"" why he'd called for Dan Andrews to resign. #auspol",Melbourne
215,DogVillan,Wed Oct 06 09:12:12 +0000 2021,1445678264207298564,"RT @hollydais: 33 Resilient Cities selected worldwide. Initiative of the Rockefeller foundation. Bristol Eng is one along with Glasgow, Mel…",Kingdom of Mercia
216,JennyWeedon,Wed Oct 06 09:12:15 +0000 2021,1445678276538626050,"RT @CaraMia200: This is for you! You deserve a smile tonight! Thank U for sharing joy @MFWitches 🥂  #MurdochFreeAustralia is POSSIBLE. 
We…","Melbourne, Victoria"
217,kynelwynn,Wed Oct 06 09:12:17 +0000 2021,1445678287020199944,RT @janet_rice: Tens of thousands more Victorians have been forced into poverty by the Morrison Government since last year alone - almost 9…,
218,Blank72413503,Wed Oct 06 09:12:17 +0000 2021,1445678288257515527,Ngl the argument that facebook makes profit from showing posts to teenagers and girla in specific making them feel… https://t.co/EjWINMf6ak,
219,Daniel30488522,Wed Oct 06 09:12:19 +0000 2021,1445678295362654210,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","Brisbane, Queensland"
220,StuartMediaNews,Wed Oct 06 09:12:19 +0000 2021,1445678295719153672,RT @Covert_PRGirl: @TeabagginZombie 10% of the population of Victoria apparently got tested today. 10% ... hmmm,Phillip Island Victoria Aust.
221,blm1001,Wed Oct 06 09:12:20 +0000 2021,1445678299015835659,"RT @OzraeliAvi: Victoria Police are getting DESPERATE to prevent the world from seeing their outrageous behaviour in Melbourne.

WATCH &amp; RT…",United States
222,jackinoffjill,Wed Oct 06 09:12:21 +0000 2021,1445678302333571075,maybe it's my time to move back to Melbourne as well hmmmmm south wharf is calling me,
223,Natasa67755034,Wed Oct 06 09:12:21 +0000 2021,1445678302392320002,"RT @PRGuy17: FEARS on the far right #DanForPM could trend, wrecking Craig Kelly's record five day Twitter tantrum about Dan Andrews. Fans o…",
224,JazzcoRadio,Wed Oct 06 09:12:22 +0000 2021,1445678307010179080,"#nowplaying Maysa - I Can't Help It
Listen at https://t.co/oQwYgPUX8C
https://t.co/GUaLmuSjC3
#smoothjazz #fusion #cooljazz #chill",Melbourne Australia
225,level45,Wed Oct 06 09:12:25 +0000 2021,1445678318624272387,"RT @therealmissjo: So this happened in France too by March 2021. Especially smaller, locally owned and run shops and cafes. Closed after de…","England, United Kingdom"
226,THE_Russell,Wed Oct 06 09:12:27 +0000 2021,1445678327562342405,RT @LesStonehouse: Could somebody please explain to me why Victoria have so many cases and deaths now when they're much more highly vaccina…,"Brisbane, Australia"
227,Dianestickler1,Wed Oct 06 09:12:27 +0000 2021,1445678328405323776,"RT @PRGuy17: 🔵 Gladys resigns under corruption cloud
➡️ The Age / SMH: Honest stuff up, we miss her, this is not fair.

🔵 Scott Morrison ru…","Brisbane, Queensland"
228,janinesymons,Wed Oct 06 09:12:27 +0000 2021,1445678328430481410,"RT @danielle_binks: People from the US &amp; UK especially flipping out on our behalf … ~don’t, darls~ we got this.

UK, you had 137K deaths fr…","whadjuk noongar land, walyalup"
229,PhilCARVEY3,Wed Oct 06 09:12:28 +0000 2021,1445678333778350081,"RT @MediumDebyOuld: Melbourne has gone full on fascist &amp; hve implemented Medical apartheid! Here we are in Blighty all mixing together, no…","Bucks, England, UK"
230,TayebDZ92647090,Wed Oct 06 09:12:29 +0000 2021,1445678336299003905,"RT @Brazzers: Sneak preview of ""Letting Loose With Victoria"" #Trailer with
@victoriacake3x @SlayherJax @TheDanFerrari @ItsMichaelVegas

📅 O…",
231,studentmum36,Wed Oct 06 09:12:31 +0000 2021,1445678345694302221,"RT @Peter_Fitz: So much for the claim that the Plague doesn't spread in protests.
#Vicpol 
Dozens of positive cases linked to CFMEU protest…",
232,SushilRamrakha,Wed Oct 06 09:12:31 +0000 2021,1445678346629574659,"RT @justinjonesblog: To the Victorians who live in the Kew electorate, please vote this man out next year. 
Dan Andrews is not under invest…","Sydney, Australia"
233,ausiedragonete,Wed Oct 06 09:12:33 +0000 2021,1445678351515979776,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,
234,johndory49,Wed Oct 06 09:12:33 +0000 2021,1445678353906765838,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,Australia
235,SB003Official,Wed Oct 06 09:12:33 +0000 2021,1445678354426843147,"RT @SB003Official: Drone view of Victoria Memorial, Kolkata🇮🇳 https://t.co/mkX7QHndz4","Kolkata, India🇮🇳"
236,Black__Marvel,Wed Oct 06 09:12:34 +0000 2021,1445678356133912580,RT @Femi_Sorry: I can't stress how elitist it is that you would replace Erasmus (lets young people study across Europe) with Turing (lets t…,The White Hot Room
237,grose_lord,Wed Oct 06 09:12:35 +0000 2021,1445678361838120971,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
238,bikemelbourne,Wed Oct 06 09:12:36 +0000 2021,1445678364677656595,RT @MelbourneWay: Pretty positive write up in the Herald Sun on Bike Melbourne's call to reform left turn road rules. https://t.co/TU7jBCXu…,"Melbourne, Australia"
239,TomStadeComic,Wed Oct 06 09:12:36 +0000 2021,1445678367567540227,It’s in a tent 👊🏿,Everywhere I need to be 
240,LaborliesFACT,Wed Oct 06 09:12:37 +0000 2021,1445678369740255235,... and HQ Inquiry failed to hold any minister or bureaucrat responsible for commissioning private security guards… https://t.co/oneAK0JcM0,right here 📍
241,backpackerjob,Wed Oct 06 09:12:37 +0000 2021,1445678370331652103,Venue &amp; events cleaner - victoria racing club | australian open 2022 at Cirka (Melbourne) https://t.co/hvAp1FYyeZ… https://t.co/5c7CEjh6zZ,Australia
242,Juliero25710990,Wed Oct 06 09:12:39 +0000 2021,1445678379768766470,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,
243,NoCanDoCanDoNo,Wed Oct 06 09:12:40 +0000 2021,1445678381773717519,RT @rhysam: Does anyone honestly think if the media didn’t have something on Dan Andrews they wouldn’t have used it by now?,"Boonwurrung Country, Australia"
244,givemeyourphon2,Wed Oct 06 09:12:40 +0000 2021,1445678382843260929,"RT @wikivictorian: Ring, star sapphire in a gold setting that was probably made in London, 1850. Victoria &amp; Albert Museum. https://t.co/1vb…",
245,g4capac,Wed Oct 06 09:12:41 +0000 2021,1445678388962754565,"RT @igea: We are so excited.  Industry awards highlight Australia's top gaming developers.  Tune into tonight for @The_AGDAs  #MIGW21 
http…",Asia-Pacific
246,DHHSfaxmachine,Wed Oct 06 09:12:42 +0000 2021,1445678389155680266,"@Marder_III @Stephen23649404 @TimSmithMP Agreed. Just like Melbourne’s second wave lockdown of 2020, we’ll suffer t… https://t.co/7PHD3Ziir0","50 Lonsdale Street, Melbourne"
247,SheLuvsTGA,Wed Oct 06 09:12:43 +0000 2021,1445678394490773506,RT @AnonCitizenUK: 🇦🇺 Government is asking people in Melbourne to take part in an App Pilot Program where they will get random phone calls…,London
248,Sheranny_,Wed Oct 06 09:12:45 +0000 2021,1445678404305502212,"RT @mosesirikwa: Victoria Kimani aliendanga wapi man, I used to crush on that woman like a motherfvcker. 😅😍",Eldoret
249,icit21,Wed Oct 06 09:12:45 +0000 2021,1445678404372549634,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,"Melbourne, Victoria"
250,PiotrElectraPr1,Wed Oct 06 09:12:46 +0000 2021,1445678406293540867,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",South Australia
251,scrivimilettere,Wed Oct 06 09:12:46 +0000 2021,1445678408017403907,projecting,my room
252,backpackerjob,Wed Oct 06 09:12:47 +0000 2021,1445678411742019585,"Artistic retail job various shopping centre at Artisan Ornaments (MELBOURNE, Melbourne) https://t.co/YkZwjdTryx… https://t.co/P7lheiUiRR",Australia
253,DelKinvesting,Wed Oct 06 09:12:48 +0000 2021,1445678416942882816,"#BoycottMelbourne 
#DanNext
#DanNext2Resign 

Anyone who complies is ignorant, uneducated, dangerous to liberty and… https://t.co/INvyHR1xbb",Soaking Wet Planet With Rocks
254,lorraindeer,Wed Oct 06 09:12:48 +0000 2021,1445678417215590414,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Port Macquarie
255,backpackerjob,Wed Oct 06 09:12:48 +0000 2021,1445678417790210052,"Assistant manager at Criniti's (Southbank, Victoria) https://t.co/jeLK5KEV3A #BackpackerJobBoard",Australia
256,mslilly71,Wed Oct 06 09:12:49 +0000 2021,1445678418452905984,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",MELBOURNE
257,NewsOfAmerica4,Wed Oct 06 09:12:51 +0000 2021,1445678428888309760,Melbourne Royal Children’s Hospital cancer ward locked after visit from Covid-infected parent https://t.co/XRwS38bxGt,United States
258,RobertieM7,Wed Oct 06 09:12:52 +0000 2021,1445678434319884289,"This is why Ugandans can't leave Uganda.. if they accidentally left, they would still swim back through Lake Victor… https://t.co/RXts7eHddb",🇺🇬
259,whatnew2day,Wed Oct 06 09:12:53 +0000 2021,1445678435435573261,Melbourne Royal Children’s Hospital cancer ward locked after visit from Covid-infected parent https://t.co/CaypfRXsTo,
260,fragnarplays,Wed Oct 06 09:12:53 +0000 2021,1445678436769406988,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,United Kingdom
261,TakashiMichaels,Wed Oct 06 09:12:57 +0000 2021,1445678453219467281,"RT @OzraeliAvi: Victoria Police are getting DESPERATE to prevent the world from seeing their outrageous behaviour in Melbourne.

WATCH &amp; RT…",
262,JackAllNight1,Wed Oct 06 09:12:58 +0000 2021,1445678457669570561,"RT @HottestWhores: Victoria shows-off her exquisite body
#tattoos #slut #boobs #booty #striper #videos #whore #blackwoman https://t.co/BZWQ…","Rustenburg, South Africa"
263,patstokes,Wed Oct 06 09:12:58 +0000 2021,1445678457661243394,"ICYMI: Me for @Meanjin on the surreal and bewildering final days of the Melbourne lockdown

https://t.co/qJT4hJtzLa https://t.co/RcAIjgYAkJ","Melbourne, Australia"
264,Andybadger8,Wed Oct 06 09:13:00 +0000 2021,1445678465693454336,"WAKE UP AMERICA!!!!

The tyranny seen in Australia MUST NOT BE ALLOWED IN AMERICA!!!

Children in Victoria, Austral… https://t.co/CqVGHHyhPW",Hopewell Junction New York
265,pauliewalnut,Wed Oct 06 09:13:00 +0000 2021,1445678465756241927,RT @sophieelsworth: 3183 new Covid-19 cases in Victoria in the last two days. #covid19au,Far North Coast NSW
266,darrentodd19,Wed Oct 06 09:13:00 +0000 2021,1445678466813227011,@ReneeVaxWins @MelissaLDavey Yea it’s called genocide. I’m looking forward to moving to Melbourne in a few years ti… https://t.co/T7yYIREoRq,Planet earth 
267,reputayIorswift,Wed Oct 06 09:13:01 +0000 2021,1445678470407720966,"RT @adamhillmedia: Correct me if I'm wrong, but it seems unprecedented the number of significant legal conflicts Dan Andrews has right now.…",
268,sprint_quick,Wed Oct 06 09:13:03 +0000 2021,1445678479941386251,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
269,JanJanbirk,Wed Oct 06 09:13:05 +0000 2021,1445678487704981515,"RT @SandroDemaio: Massive shoutout to the 95,600 CHAMPS across Victoria who got vaccinated yesterday. More than 1% of the entire state’s po…",Melbourne  on Wurundjeri Land
270,THE_Russell,Wed Oct 06 09:13:07 +0000 2021,1445678496433336327,RT @AaronDodd: I just had a look at @CraigKellyMP's twitter account. That's some serious obsession with Dan Andrews. Is @VictoriaPolice's F…,"Brisbane, Australia"
271,NortonYNWA,Wed Oct 06 09:13:08 +0000 2021,1445678499222605835,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
272,gooseberry1010,Wed Oct 06 09:13:08 +0000 2021,1445678499767808002,RT @Femi_Sorry: I can't stress how elitist it is that you would replace Erasmus (lets young people study across Europe) with Turing (lets t…,
273,CarmenGranddau1,Wed Oct 06 09:13:08 +0000 2021,1445678500069863425,RT @Femi_Sorry: I can't stress how elitist it is that you would replace Erasmus (lets young people study across Europe) with Turing (lets t…,
274,HoaNguy01811981,Wed Oct 06 09:13:08 +0000 2021,1445678502162829321,"RT @risemelbourne: Melbourne 🇦🇺 A literal ghost town...Where you'll be broke, bankrupt and Covid Free.....👊 https://t.co/Tzs4NdTGcq",
275,janehbt,Wed Oct 06 09:13:09 +0000 2021,1445678504654217227,"RT @DarrenPlymouth: Teachers in Victoria, Australia, need to be vaccinated by the 15th October, or no job. Vaccinated teachers are needed t…",
276,marchellehendri,Wed Oct 06 09:13:09 +0000 2021,1445678505556000781,"RT @AJEnglish: “Why can’t Melbourne be a world-leading city in ending homelessness?”

The Victorian capital is known globally for internati…",
277,Chels_E_Morning,Wed Oct 06 09:41:31 +0000 2021,1445685642281689099,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Walyalup / Fremantle 
278,a_nadan,Wed Oct 06 09:41:31 +0000 2021,1445685643003138050,"@Lisa_Wilkinson How's that short, sharp lockdown going in Victoria....Did Dan ""Stuff this up""???",
